address,type,rooms,bathrooms,area,floor,year_built,finishing,view,price
"Seventh Neighborhood, El Oubour",Apartments,3,2,200 ,2,2021,Super lux,,"1,550,000"
"El Oubour, El Oubour",Apartments,3,2,160 ,1,2021,Super lux,,"1,200,000"
Obour,Apartments,4,3,250 ,4,2019,Extra super lux,Main Street,"1,000,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,180 ,3,2021,Semi Finished,Main Street,"925,000"
"El Oubour, El Oubour",Building,,,650 ,2021,Super lux,,,"7,000,000"
"Third Neighborhood, El Oubour",Apartments,2,1,115 ,Ground,2021,Super lux,,"650,000"
"First Neighborhood, El Oubour",Apartments,3,2,180 ,4,2021,Super lux,,"1,000,000"
"Ninth Neighborhoods, El Oubour",Apartments,2,2,165 ,Ground,2021,Super lux,,"850,000"
"El Oubour, El Oubour",Apartments,2,1,70 ,5,2021,Super lux,,"470,000"
"Second Neighborhood, El Oubour",Apartments,3,2,175 ,1,2021,Super lux,,"1,000,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,180 ,1,2021,Super lux,,"920,000"
"El Oubour, El Oubour",Furnished Apartment,3,2,170 ,5,2021,Super lux,,"1,200,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,145 ,1,2018,Super lux,Garden,"970,000"
"El Oubour, El Oubour",House / Home,3,1,160 ,2021,Super lux,,,"1,650,000"
"Sixth Neighborhood, El Oubour",Town House,5,3,190 ,2020,Semi Finished,Garden,,"4,750,000"
"Fourth Neighborhood, El Oubour",Duplex,4,3,420 ,Ground,2021,Super lux,,"1,300,000"
"قطعة رقم ١١ بلوك ١٧٠٧٧ , الحي الثالث , مدينة العبور",Twin House,20,10,240 ,2010,Super lux,Main Street,,"3,800,000"
"Second Neighborhood, El Oubour",Apartments,3,1,68 ,2,2021,Super lux,,"420,000"
"First Neighborhood, El Oubour",Apartments,2,1,150 ,3,2013,Super lux,Side Street,"850,000"
"Seventh Neighborhood, El Oubour",Apartments,3,2,200 ,2,Super lux,,,"1,600,000"
"Seventh Neighborhood, El Oubour",Stores,,,15 ,Super lux,Main Street,,,"630,000"
"Third Neighborhood, El Oubour",Apartments,4,2,230 ,1,2013,Super lux,Side Street,"1,350,000"
"Golf City, El Oubour",Apartments,3,2,175 ,2,2020,semi_finished,Corner,"2,267,500"
"Fifth Neighborhood, El Oubour",Twin House,4,4,255 ,2020,Semi Finished,Main Street,,"3,900,000"
"Fifth Neighborhood, El Oubour",Roof,1,2,330 ,3,2021,Super lux,,"560,000"
Obour,Apartments,4,3,240 ,2,2021,Semi Finished,Garden,"1,800,000"
#فـيـلا للبيع بالحي الخامس #مدينة_العبور ..,Villas,2,1,600 ,2020,Super lux,,,"5,500,000"
"El Oubour, El Oubour",Apartments,4,2,155 ,2,2021,Super lux,,"3,700,000"
"First Neighborhood, El Oubour",Apartments,2,2,125 ,2,Super lux,Back,,"750,000"
"Sixth Neighborhood, El Oubour",Roof,1,1,400 ,3,2021,Super lux,,"1,100,000"
"First Neighborhood, El Oubour",Apartments,2,2,155 ,10,2021,Super lux,,"990,000"
"New Obour, El Oubour",Palace,10,10,1300 ,2021,Super lux,,,"33,000,000"
"Fifth Neighborhood, El Oubour",Apartments,3,3,220 ,1,2021,Super lux,,"1,600,000"
"Second Neighborhood, El Oubour",Full Floor,3,2,235 ,1,2015,Semi Finished,Main Street,"1,300,000"
"Seventh Neighborhood, El Oubour",Apartments,3,2,210 ,1,2021,Super lux,,"2,100,000"
"Seventh Neighborhood, El Oubour",Apartments,3,2,165 ,1,Super lux,,,"1,500,000"
"Golf City, El Oubour",Roof,4,2,400 ,3,2021,Super lux,,"3,000,000"
"First Neighborhood, El Oubour",Apartments,3,1,95 ,5,2021,Super lux,,"145,000"
"Fifth Neighborhood, El Oubour",Apartments,3,2,230 ,1,2021,Super lux,,"1,200,000"
"Fifth Neighborhood, El Oubour",Apartments ,3,2,230 ,11,2021,Super lux,,"1,200,000"
"Second Neighborhood, El Oubour",Villas,10,5,375 ,2021,Super lux,,,"4,000,000"
"Entertainment District, El Oubour",Apartments,2,1,63 ,2,2021,Super lux,,"330,000"
"Heliopolis Hills, Compounds in El Obour City",Apartments,3,1,115 ,4,2021,Super lux,,"200,000"
"Golf City, El Oubour",Duplex,3,3,170 ,1,2021,Extra super lux,Other,"1,785,000"
"Fifth Neighborhood, El Oubour",Penthouse,4,3,350 ,3,2018,Semi Finished,Main Street,"1,500,000"
"Third Neighborhood, El Oubour",Apartments,3,1,145 ,4,2021,Super lux,,"950,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,175 ,2,2021,Super lux,,"1,200,000"
"First Neighborhood, El Oubour",Farm,,,21000 ,,,,,"7,500,000"
"Sixth Neighborhood, El Oubour",Apartments,3,2,210 ,1,Super lux,Main Street,,"1,350,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,148 ,3,2018,Semi Finished,Side Street,"685,000"
"First Neighborhood, El Oubour",Stores,,,68 ,Super lux,,,,"6,800,000"
"Youth Housing, El Oubour",Apartments,2,1,100 ,4,2021,Super lux,,"480,000"
"Seventh Neighborhood, El Oubour",Roof,3,2,400 ,3,2020,Semi Finished,Side Street,"1,000,000"
نادي سيتي كلوب,Apartments,3,2,250 ,2,2018,Without Finish,,"1,250,000"
"Entertainment District, El Oubour",Apartments,3,3,169 ,2,2021,Semi Finished,Main Street,"1,098,500"
"Ninth Neighborhoods, El Oubour ",Apartment with Garden,4,3,278 ,Ground,2017,Semi Finished,Garden,"2,000,000"
"Ninth Neighborhoods, El Oubour",Apartments,3,2,150 ,3,2019,Without Finish,,"700,000"
"Fourth Neighborhood, El Oubour",Full Floor,4,3,640 ,Ground,2021,Super lux,Side Street,"2,100,000"
"Golf City, El Oubour",Apartments,4,2,280 ,3,2021,Super lux,Side Street,"2,800,000"
"Fifth Neighborhood, El Oubour",Fractional Property Ownership,,,800 ,Main Street,,,,"4,000,000"
"El Oubour, El Oubour",Building,,,400 ,2021,Super lux,,,"3,200,000"
"Sixth Neighborhood, El Oubour",Villas,10,9,705 ,2021,Super lux,,,"7,500,000"
"Golf City, El Oubour",Apartments,3,2,173 ,1,Super lux,,,"1,600,000"
"Seventh Neighborhood, El Oubour",Apartments,3,2,200 ,4,2021,Super lux,,"1,250,000"
"El Oubour, El Oubour",Stores,,,30 ,Super lux,Side Street,,,"400,000"
"Fifth Neighborhood, El Oubour",Apartments,10,10,600 ,Ground,2021,Super lux,,"5,600,000"
"El Oubour, El Oubour",Apartments,3,1,190 ,2,2021,Super lux,Side Street,"870,000"
"El Oubour, El Oubour",Apartments ,2,1,75 ,3,2021,Super lux,Side Street,"270,000"
"Golf City, El Oubour",Apartments,3,2,185 ,2,2021,Super lux,Side Street,"1,480,000"
"El Oubour, El Oubour",Apartments,3,2,200 ,3,2021,Super lux,Side Street,"1,180,000"
"El Oubour, El Oubour",Restaurant,,,22 ,Super lux,Side Street,,,"4,500,000"
"El Oubour, El Oubour",Apartments,2,1,100 ,1,2021,Super lux,Side Street,"550,000"
"High City, Compounds in El Obour City",Apartments,2,1,110 ,Ground,2021,Semi Finished,Garden,"1,089,000"
"Ninth Neighborhoods, El Oubour",Roof,2,1,130 ,4,2015,Semi Finished,Garden,"750,000"
"Seventh Neighborhood, El Oubour",Apartments,3,3,215 ,1,2021,Semi Finished,Main Street,"1,720,000"
"Sixth Neighborhood, El Oubour",Villas,10,10,2040 ,2021,Super lux,,,"20,000,000"
"Sixth Neighborhood, El Oubour",Apartments,3,2,153 ,2,2000,Super lux,Back,"1,100,000"
"El Oubour, El Oubour",Roof,4,2,300 ,3,2021,Super lux,Side Street,"1,050,000"
"Seventh Neighborhood, El Oubour",Apartment with Garden,3,3,350 ,Ground,2021,Semi Finished,Side Street,"1,500,000"
"Fifth Neighborhood, El Oubour",Apartments,3,2,200 ,1,2021,Super lux,,"850,000"
"First Neighborhood, El Oubour",Apartments,3,2,165 ,3,2015,Super lux,Main Street,"1,100,000"
"Seventh Neighborhood, El Oubour",Apartments,4,3,240 ,2,2021,Without Finish,Main Street,"1,500,000"
"First Neighborhood, El Oubour",Apartments,3,2,165 ,2,2020,Semi Finished,Main Street,"850,000"
"Seventh Neighborhood, El Oubour",Separate Villa,10,10,600 ,2019,Extra super lux,,,"14,000,000"
"El Oubour, El Oubour",Apartments,3,2,167 ,2,2021,Super lux,,"950,000"
"Sixth Neighborhood, El Oubour",Separate Villa,7,5,250 ,2004,Extra super lux,Side Street,,"7,000,000"
"Second Neighborhood, El Oubour",Apartments,3,1,115 ,1,2021,Super lux,Side Street,"870,000"
"El Oubour, El Oubour",Stores,,,20 ,Super lux,,,,"200,000"
"Fifth Neighborhood, El Oubour",Apartments,2,2,200 ,3,2010,Super lux,Side Street,"1,750,000"
"Fifth Neighborhood, El Oubour",Apartments,3,2,160 ,4,2020,Super lux,Main Street,"2,051,200"
